timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-05-15 07:18,3.504,0.04,29.37,70.60,5151.7
2026-05-15 07:28,4.120,0.05,27.70,76.89,5885.8
2026-05-15 07:38,4.336,0.05,27.23,77.87,6354.2
2026-05-15 07:48,4.888,0.06,27.26,74.84,7105.0
2026-05-15 07:58,6.000,0.07,27.59,76.27,7996.7
2026-05-15 08:08,6.972,0.07,28.40,74.45,8996.7
2026-05-15 08:18,8.092,0.11,29.32,71.03,10899.2
2026-05-15 08:28,8.436,0.17,30.59,67.38,11759.2
2026-05-15 08:38,8.516,0.18,31.81,63.72,14591.7
2026-05-15 08:48,8.744,0.22,33.06,60.72,19638.3
2026-05-15 08:58,8.840,0.23,34.49,58.84,25128.3
2026-05-15 09:08,9.012,0.28,35.78,54.18,13764.2
2026-05-15 09:18,8.696,0.21,36.54,52.77,28330.8
2026-05-15 09:28,8.972,0.26,37.40,48.85,29852.5
2026-05-15 09:38,8.716,0.22,38.13,46.40,37415.0
2026-05-15 09:48,8.892,0.25,39.43,43.87,36641.7
2026-05-15 09:58,9.140,0.30,40.70,40.84,37215.0
2026-05-15 10:08,9.908,0.48,41.30,38.17,39827.5
2026-05-15 10:18,10.036,0.52,41.52,35.57,47931.7
2026-05-15 10:28,10.124,0.55,42.44,33.14,54612.5
2026-05-15 10:38,10.212,0.57,43.29,30.95,50037.5
2026-05-15 10:48,10.240,0.58,44.17,29.88,54612.5
2026-05-15 10:58,10.328,0.60,44.77,30.48,51920.8
2026-05-15 11:08,10.376,0.61,45.92,27.68,54612.5
2026-05-15 11:18,10.336,0.61,48.11,26.67,54612.5
2026-05-15 11:28,10.444,0.63,47.57,27.25,54612.5
2026-05-15 11:37,10.452,0.65,47.00,27.32,54612.5
2026-05-15 11:47,10.516,0.65,47.70,26.79,54612.5
2026-05-15 11:57,10.528,0.65,47.47,26.07,54612.5
2026-05-15 12:07,10.492,0.65,47.08,25.93,54612.5
2026-05-15 12:17,10.484,0.65,46.88,26.24,54612.5
2026-05-15 12:27,10.516,0.65,48.19,26.27,54612.5
2026-05-15 12:37,10.484,0.65,47.48,26.61,54612.5
2026-05-15 12:47,10.188,0.57,48.01,27.36,54612.5
2026-05-15 12:57,10.276,0.60,46.98,26.04,54612.5
2026-05-15 13:07,10.284,0.60,46.76,26.54,54612.5
2026-05-15 13:17,10.416,0.62,47.39,26.08,54612.5
2026-05-15 13:27,10.072,0.55,48.27,27.39,54612.5
2026-05-15 13:37,10.100,0.54,47.33,27.68,54612.5
2026-05-15 13:47,10.120,0.56,47.34,28.47,54612.5
2026-05-15 13:57,10.000,0.52,46.70,29.47,54612.5
2026-05-15 14:07,9.888,0.49,45.13,30.42,54612.5
2026-05-15 14:17,9.904,0.49,45.47,30.24,54612.5
2026-05-15 14:27,9.932,0.49,46.03,28.97,54612.5
2026-05-15 14:37,9.552,0.41,45.09,30.18,53255.8
2026-05-15 14:47,9.364,0.36,44.06,31.51,47810.8
2026-05-15 14:57,9.212,0.33,43.64,32.84,41505.0
2026-05-15 15:07,8.660,0.21,40.42,38.05,42355.0
2026-05-15 15:17,8.468,0.17,39.27,40.80,23023.3
2026-05-15 15:27,8.396,0.16,38.33,44.06,21062.5
2026-05-15 15:37,8.360,0.15,37.68,44.47,19811.7
2026-05-15 15:47,8.272,0.14,36.52,47.54,18545.0
2026-05-15 15:57,8.288,0.14,36.58,47.77,17565.0
2026-05-15 16:07,8.224,0.13,36.44,48.05,16388.3
2026-05-15 16:17,8.144,0.12,35.96,48.96,14722.5
2026-05-15 16:27,7.992,0.10,35.17,50.46,13005.0
2026-05-15 16:37,7.948,0.09,34.98,52.30,11575.0
2026-05-15 16:47,7.680,0.08,34.42,52.12,9913.3
2026-05-15 16:57,7.696,0.08,33.84,53.34,10297.5
2026-05-15 17:07,6.088,0.07,33.51,56.48,8042.5
2026-05-15 17:17,4.388,0.05,33.56,56.39,6267.5
2026-05-15 17:27,5.420,0.06,33.37,55.48,7251.7
2026-05-15 17:37,4.588,0.06,33.27,58.61,6663.3
2026-05-15 17:47,3.820,0.04,32.75,57.88,5013.3
2026-05-15 17:57,3.392,0.03,32.74,61.18,3788.3
2026-05-15 18:06,3.252,0.03,32.12,63.64,3015.8
2026-05-15 18:16,3.236,0.02,31.53,63.97,1916.7
2026-05-15 18:26,3.220,0.01,31.16,67.10,1065.0
2026-05-15 18:36,3.012,0.00,30.78,67.53,442.5
2026-05-15 18:46,2.396,0.00,30.61,67.56,102.5
2026-05-15 18:56,2.272,0.00,30.47,69.73,24.2
2026-05-15 19:06,0.956,0.00,30.39,71.77,0.8
2026-05-15 19:16,0.348,0.00,30.48,71.01,0.0
2026-05-15 19:26,0.288,0.00,30.49,70.84,0.0
2026-05-15 19:36,0.296,0.00,30.44,68.89,0.0
2026-05-15 19:46,0.300,0.00,30.55,68.27,0.0
2026-05-15 19:56,0.300,0.00,30.55,70.17,0.0
2026-05-15 20:06,0.280,0.00,30.47,70.01,0.0
2026-05-15 20:16,0.280,0.00,30.34,70.09,0.0
