timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-05-14 08:59,8.868,0.22,30.87,74.83,42846.7
2026-05-14 09:10,8.904,0.25,36.02,60.18,24299.2
2026-05-14 09:20,8.260,0.14,36.58,56.59,16236.7
2026-05-14 09:29,8.616,0.20,36.93,53.91,21637.5
2026-05-14 09:39,8.044,0.11,38.72,50.84,11169.2
2026-05-14 09:49,8.304,0.14,36.65,55.34,17589.2
2026-05-14 09:59,8.380,0.15,36.75,55.49,18075.8
2026-05-14 10:09,8.480,0.17,37.03,54.60,20712.5
2026-05-14 10:19,10.012,0.52,39.08,48.75,46357.5
2026-05-14 10:29,10.128,0.55,42.26,42.64,50670.8
2026-05-14 10:39,10.116,0.55,44.58,37.19,54612.5
2026-05-14 10:49,9.028,0.29,44.61,38.48,32618.3
2026-05-14 10:59,8.668,0.22,42.89,43.22,27214.2
2026-05-14 11:09,9.664,0.44,45.55,36.48,47808.3
2026-05-14 11:19,10.272,0.59,46.41,33.98,54612.5
2026-05-14 11:29,10.288,0.60,47.89,32.22,54612.5
2026-05-14 11:39,10.248,0.59,49.08,29.41,54612.5
2026-05-14 11:49,10.360,0.61,50.38,25.71,54612.5
2026-05-14 11:59,8.916,0.28,50.26,26.12,38962.5
2026-05-14 12:09,10.408,0.63,49.58,26.56,54612.5
2026-05-14 12:19,10.500,0.66,51.51,26.07,54612.5
2026-05-14 12:29,10.288,0.61,51.98,25.37,54612.5
2026-05-14 12:39,10.328,0.62,52.13,24.16,54612.5
2026-05-14 12:49,10.336,0.62,51.59,28.43,54612.5
2026-05-14 12:59,10.200,0.58,49.84,27.15,54612.5
2026-05-14 13:09,9.828,0.49,48.78,29.06,54612.5
2026-05-14 13:19,9.468,0.40,49.54,27.92,53417.5
2026-05-14 13:29,10.156,0.58,50.19,26.88,54612.5
2026-05-14 13:39,10.136,0.57,51.51,25.76,54612.5
2026-05-14 13:49,10.112,0.57,52.88,26.25,54612.5
2026-05-14 13:59,9.984,0.53,51.70,25.09,54612.5
2026-05-14 14:09,9.868,0.50,50.87,26.32,54612.5
2026-05-14 14:19,9.600,0.43,49.62,30.63,54612.5
2026-05-14 14:29,9.024,0.30,49.98,28.14,41490.8
2026-05-14 14:39,9.064,0.31,47.48,32.52,42847.5
2026-05-14 14:49,8.544,0.20,47.21,31.80,27822.5
2026-05-14 14:59,8.860,0.26,44.27,36.39,35025.0
2026-05-14 15:09,8.592,0.20,42.23,38.89,25726.7
2026-05-14 15:19,8.580,0.20,41.31,41.43,25667.5
2026-05-14 15:29,8.024,0.11,39.90,43.82,13935.8
2026-05-14 15:39,8.152,0.13,37.83,48.60,16167.5
2026-05-14 15:49,7.688,0.08,36.92,50.19,9995.0
2026-05-14 15:59,7.756,0.08,36.38,51.05,10224.2
2026-05-14 16:09,7.832,0.09,36.05,51.67,10817.5
2026-05-14 16:19,5.564,0.06,34.92,54.96,7677.5
2026-05-14 16:29,3.352,0.03,34.10,57.35,3893.3
2026-05-14 16:39,3.288,0.03,33.78,58.88,3157.5
2026-05-14 16:49,7.872,0.09,34.16,57.29,10965.0
2026-05-14 16:59,5.776,0.06,34.37,56.36,7528.3
2026-05-14 17:08,3.228,0.03,33.76,57.86,3053.3
2026-05-14 17:18,3.220,0.01,33.09,59.68,1740.8
2026-05-14 17:28,3.220,0.01,32.79,58.20,1530.8
2026-05-14 17:38,3.076,0.00,32.48,62.30,583.3
2026-05-14 17:48,2.820,0.00,32.29,65.24,456.7
