timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-05-29 10:03,0.876,0.00,31.16,72.12,23.3
2026-05-29 10:04,2.348,0.00,31.16,71.91,24.2
2026-05-29 10:14,10.472,0.63,36.74,51.70,54612.5
2026-05-29 10:24,8.036,0.11,39.45,44.13,13180.0
2026-05-29 10:33,8.908,0.27,37.63,50.81,31454.2
2026-05-29 10:44,9.592,0.43,42.78,39.15,53858.3
2026-05-29 10:53,9.824,0.48,42.37,42.49,54612.5
2026-05-29 11:03,10.472,0.64,46.07,35.57,54612.5
2026-05-29 11:13,10.640,0.69,48.09,30.64,54612.5
2026-05-29 11:23,10.292,0.60,47.72,29.57,54612.5
2026-05-29 11:33,10.628,0.70,48.50,29.85,54612.5
2026-05-29 11:43,10.660,0.70,49.53,27.59,54612.5
2026-05-29 11:53,10.608,0.69,49.53,28.94,54612.5
2026-05-29 12:03,10.532,0.68,49.89,27.00,54612.5
2026-05-29 12:13,10.624,0.70,50.55,25.87,54612.5
2026-05-29 12:23,10.516,0.68,50.88,25.90,54612.5
2026-05-29 12:33,10.368,0.65,51.49,23.76,54612.5
2026-05-29 12:43,10.616,0.71,51.12,25.97,54612.5
2026-05-29 12:53,10.620,0.71,50.84,25.94,54612.5
2026-05-29 13:03,10.540,0.69,51.42,23.03,54612.5
2026-05-29 13:13,10.460,0.67,50.94,24.58,54612.5
2026-05-29 13:23,10.408,0.66,51.36,26.25,54612.5
2026-05-29 13:33,10.428,0.66,49.89,27.75,54612.5
2026-05-29 13:43,10.600,0.70,50.29,26.72,54612.5
2026-05-29 13:53,10.396,0.66,51.22,25.40,54612.5
2026-05-29 14:03,8.224,0.14,49.97,26.31,20106.7
2026-05-29 14:13,10.300,0.61,46.51,30.40,54612.5
2026-05-29 14:23,8.188,0.13,45.91,33.03,18500.8
2026-05-29 14:33,10.276,0.61,46.49,31.95,54612.5
2026-05-29 14:43,8.360,0.16,45.29,33.78,21230.8
2026-05-29 14:53,9.912,0.51,45.68,33.55,54612.5
2026-05-29 15:03,7.988,0.11,43.87,35.47,32023.3
2026-05-29 15:13,7.668,0.08,40.37,40.75,11312.5
2026-05-29 15:23,7.504,0.08,38.24,43.63,10670.8
2026-05-29 15:33,7.232,0.08,36.73,47.17,10263.3
2026-05-29 15:43,6.880,0.07,36.16,49.53,9942.5
2026-05-29 15:53,6.236,0.07,35.92,50.83,9577.5
2026-05-29 16:03,5.476,0.06,35.84,50.20,8755.0
2026-05-29 16:13,4.896,0.06,35.56,52.53,7945.8
2026-05-29 16:23,5.240,0.06,35.18,54.14,7929.2
2026-05-29 16:33,7.436,0.08,35.27,53.95,9750.8
2026-05-29 16:43,7.472,0.08,34.95,53.70,9735.8
2026-05-29 16:53,8.044,0.11,35.16,53.88,12980.8
2026-05-29 17:03,8.040,0.11,35.60,51.13,12730.8
2026-05-29 17:13,7.900,0.10,35.80,51.42,11555.0
2026-05-29 17:23,7.620,0.08,35.76,50.75,9315.8
2026-05-29 17:33,7.188,0.08,35.18,52.70,8835.0
2026-05-29 17:43,4.080,0.05,34.95,53.80,5550.0
2026-05-29 17:52,3.612,0.04,34.35,55.17,4393.3
2026-05-29 18:02,3.224,0.02,33.46,57.31,2785.8
2026-05-29 18:12,3.216,0.01,33.26,55.34,1726.7
2026-05-29 18:22,3.192,0.01,32.92,57.99,951.7
2026-05-29 18:32,2.668,0.00,32.44,56.74,315.8
2026-05-29 18:42,2.520,0.00,32.03,59.01,110.0
2026-05-29 18:52,2.244,0.00,31.75,62.11,14.2
2026-05-29 19:02,1.072,0.00,31.46,60.06,0.8
2026-05-29 19:12,0.392,0.00,31.24,63.04,0.0
2026-05-29 19:22,0.292,0.00,31.18,64.30,0.0
2026-05-29 19:32,0.288,0.00,31.16,64.40,0.0
2026-05-29 19:42,0.280,0.00,31.09,66.09,0.0
2026-05-29 19:52,0.288,0.00,31.04,66.54,0.0
2026-05-29 20:02,0.288,0.00,31.07,65.98,0.0
2026-05-29 20:12,0.296,0.00,30.74,65.32,0.0
