timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-06-04 07:56,2.304,0.00,27.55,82.82,44.2
2026-06-04 08:06,7.880,0.09,27.42,80.04,9090.8
2026-06-04 08:16,7.384,0.08,27.63,81.03,7493.3
2026-06-04 08:26,7.880,0.09,27.88,80.06,8686.7
2026-06-04 08:36,8.268,0.12,28.75,76.65,12006.7
2026-06-04 08:46,8.368,0.14,29.78,75.65,13650.0
2026-06-04 08:56,8.320,0.14,31.34,67.96,9410.0
2026-06-04 09:06,8.944,0.26,33.70,62.88,13253.3
2026-06-04 09:16,9.144,0.29,35.28,57.91,34811.7
2026-06-04 09:26,7.820,0.09,35.87,54.83,29569.2
2026-06-04 09:36,8.100,0.11,36.16,56.66,36036.7
2026-06-04 09:46,9.212,0.30,37.46,53.13,45013.3
2026-06-04 09:56,8.388,0.17,36.51,53.25,20690.0
2026-06-04 10:06,4.028,0.05,34.64,59.80,5652.5
2026-06-04 10:16,4.092,0.05,32.40,66.16,6665.8
2026-06-04 10:26,4.224,0.05,31.50,70.05,7490.8
2026-06-04 10:36,3.292,0.03,25.06,96.43,4504.2
2026-06-04 10:45,3.320,0.03,24.42,100.00,4470.0
2026-06-04 10:55,3.376,0.04,24.56,100.00,5471.7
2026-06-04 11:05,3.392,0.04,24.64,99.68,5705.8
2026-06-04 11:15,5.028,0.08,24.94,97.92,10453.3
2026-06-04 11:25,7.908,0.09,25.25,80.66,11165.0
2026-06-04 11:35,8.252,0.13,25.21,99.85,17620.0
2026-06-04 11:45,8.500,0.16,26.35,95.57,20716.7
2026-06-04 11:55,8.484,0.17,27.65,93.07,23020.8
2026-06-04 12:05,8.812,0.22,28.50,92.62,31895.0
2026-06-04 12:15,8.708,0.21,29.69,88.93,29093.3
2026-06-04 12:25,8.600,0.18,29.73,83.45,22711.7
2026-06-04 12:35,8.616,0.19,29.88,84.41,24410.8
2026-06-04 12:45,8.532,0.17,29.90,85.36,22689.2
2026-06-04 12:55,8.496,0.17,30.31,79.06,21127.5
2026-06-04 13:05,8.452,0.16,30.78,75.62,19540.8
2026-06-04 13:15,8.536,0.17,30.96,76.19,20584.2
2026-06-04 13:25,8.488,0.16,31.18,75.57,20405.0
2026-06-04 13:35,8.556,0.17,30.97,75.51,21545.0
2026-06-04 13:45,8.516,0.17,31.24,75.22,21023.3
2026-06-04 13:55,8.500,0.17,31.29,74.47,20775.0
2026-06-04 14:05,8.316,0.14,31.52,73.89,17351.7
2026-06-04 14:15,8.452,0.15,31.50,74.42,18960.0
2026-06-04 14:25,8.396,0.15,31.40,75.43,18168.3
2026-06-04 14:35,8.284,0.13,31.31,75.44,16377.5
2026-06-04 14:45,8.212,0.13,30.96,73.17,15420.8
2026-06-04 14:55,8.212,0.12,31.10,75.83,15388.3
2026-06-04 15:05,8.216,0.12,31.05,75.58,14821.7
2026-06-04 15:15,8.096,0.11,31.02,72.64,13320.8
2026-06-04 15:25,8.080,0.10,30.80,74.75,12359.2
2026-06-04 15:35,8.068,0.10,30.54,79.93,12657.5
2026-06-04 15:45,8.052,0.10,30.38,75.92,12977.5
2026-06-04 15:55,8.088,0.11,30.20,77.27,13496.7
2026-06-04 16:05,8.072,0.10,30.77,78.60,12102.5
2026-06-04 16:15,8.128,0.11,30.33,78.76,13069.2
2026-06-04 16:25,8.000,0.10,30.24,76.36,12045.8
2026-06-04 16:35,7.728,0.08,30.45,76.71,10389.2
2026-06-04 16:45,7.364,0.08,30.20,78.08,9534.2
2026-06-04 16:55,6.144,0.07,30.14,76.57,8377.5
2026-06-04 17:05,5.136,0.06,29.85,80.65,7341.7
2026-06-04 17:15,4.280,0.05,29.65,80.28,6345.0
2026-06-04 17:25,3.332,0.03,29.18,79.58,3740.8
2026-06-04 17:35,3.280,0.02,28.40,84.63,2895.8
2026-06-04 17:44,3.268,0.02,27.97,85.43,2226.7
2026-06-04 17:54,3.264,0.02,27.73,86.78,2000.8
2026-06-04 18:04,3.264,0.02,27.60,86.58,1695.0
2026-06-04 18:14,3.252,0.01,27.36,87.33,1130.0
2026-06-04 18:24,3.152,0.01,26.99,88.93,617.5
2026-06-04 18:34,2.596,0.00,26.74,90.52,191.7
2026-06-04 18:44,2.304,0.00,26.48,90.05,45.0
2026-06-04 18:54,1.756,0.00,26.35,91.15,6.7
2026-06-04 19:04,0.456,0.00,26.14,92.11,0.0
