timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-06-08 09:05,2.392,0.00,26.55,95.43,9.2
2026-06-08 09:15,3.352,0.04,27.26,95.98,4752.5
2026-06-08 09:25,8.756,0.17,26.58,98.78,20038.3
2026-06-08 09:35,9.036,0.23,28.15,94.46,23415.0
2026-06-08 09:45,9.164,0.26,29.08,88.63,25075.0
2026-06-08 09:55,9.788,0.40,30.31,85.75,34055.8
2026-06-08 10:05,8.884,0.23,31.11,83.50,24435.0
2026-06-08 10:15,8.608,0.18,30.87,80.72,18922.5
2026-06-08 10:25,8.480,0.17,30.88,83.41,18860.0
2026-06-08 10:35,7.856,0.09,29.00,88.30,9763.3
2026-06-08 10:45,3.252,0.01,26.77,96.40,1104.2
2026-06-08 10:55,8.080,0.10,25.56,100.00,12032.5
2026-06-08 11:05,8.388,0.14,26.67,98.33,15770.0
2026-06-08 11:15,8.768,0.21,27.27,97.75,23010.0
2026-06-08 11:25,8.444,0.16,27.78,92.19,18280.8
2026-06-08 11:35,8.840,0.22,27.89,93.94,24435.8
2026-06-08 11:45,8.960,0.24,29.27,86.44,27069.2
2026-06-08 11:55,8.872,0.23,29.85,86.62,25246.7
2026-06-08 12:05,9.056,0.25,30.18,84.36,27706.7
2026-06-08 12:15,9.012,0.25,30.63,81.40,27535.0
2026-06-08 12:25,9.104,0.26,30.45,81.22,28956.7
2026-06-08 12:35,9.280,0.30,32.01,77.85,34655.0
2026-06-08 12:45,9.204,0.29,31.95,75.27,33660.8
2026-06-08 12:55,9.188,0.28,32.47,75.92,32435.0
2026-06-08 13:05,8.472,0.16,32.81,72.28,18191.7
2026-06-08 13:15,9.832,0.44,32.37,75.46,54612.5
2026-06-08 13:25,10.548,0.62,34.36,66.99,54612.5
2026-06-08 13:35,8.148,0.12,33.50,74.09,14192.5
2026-06-08 13:45,8.216,0.12,31.79,77.75,13376.7
2026-06-08 13:55,7.972,0.10,31.14,78.28,9861.7
2026-06-08 14:05,3.740,0.04,29.62,84.32,4906.7
2026-06-08 14:14,8.132,0.12,28.71,88.49,12773.3
2026-06-08 14:24,8.080,0.11,28.76,87.36,13125.0
2026-06-08 14:34,8.260,0.14,29.09,85.24,16265.8
2026-06-08 14:44,8.172,0.12,29.44,84.70,14975.8
2026-06-08 14:54,7.052,0.07,29.32,83.01,8166.7
2026-06-08 15:04,4.404,0.05,29.03,84.69,5965.0
2026-06-08 15:14,3.284,0.03,27.64,90.03,2989.2
2026-06-08 15:24,3.264,0.02,26.96,95.34,1923.3
2026-06-08 15:34,3.260,0.01,25.52,99.77,1235.0
2026-06-08 15:44,3.072,0.00,25.08,100.00,455.8
2026-06-08 15:54,3.288,0.02,25.06,100.00,2611.7
2026-06-08 16:04,3.296,0.02,25.08,100.00,2906.7
2026-06-08 16:14,3.296,0.02,24.97,100.00,2765.0
2026-06-08 16:24,3.336,0.03,25.04,100.00,4029.2
2026-06-08 16:34,3.308,0.03,25.41,100.00,3305.8
2026-06-08 16:44,3.396,0.04,25.52,100.00,5005.0
2026-06-08 16:54,3.708,0.05,25.43,100.00,6002.5
2026-06-08 17:04,3.400,0.04,25.67,100.00,5065.8
2026-06-08 17:14,3.428,0.05,25.65,100.00,5088.3
2026-06-08 17:24,3.352,0.04,25.57,100.00,4391.7
2026-06-08 17:34,3.316,0.03,25.75,100.00,3497.5
2026-06-08 17:44,3.292,0.03,25.50,100.00,2651.7
2026-06-08 17:54,3.280,0.02,25.43,100.00,1995.8
2026-06-08 18:04,3.276,0.01,25.31,100.00,1581.7
2026-06-08 18:14,3.264,0.01,25.00,100.00,1035.0
2026-06-08 18:24,3.176,0.01,24.92,100.00,570.0
2026-06-08 18:34,2.628,0.00,24.68,100.00,228.3
2026-06-08 18:44,2.336,0.00,24.66,100.00,50.8
2026-06-08 18:54,1.816,0.00,24.54,100.00,5.8
2026-06-08 19:04,0.512,0.00,24.55,100.00,0.0
2026-06-08 19:14,0.272,0.00,24.57,100.00,0.0
2026-06-08 19:24,0.260,0.00,24.55,100.00,0.0
2026-06-08 19:34,0.260,0.00,24.41,100.00,0.0
