timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-05-30 08:33,3.288,0.03,29.71,76.00,2091.7
2026-05-30 08:43,9.148,0.28,32.55,67.24,36386.7
2026-05-30 08:53,8.996,0.26,35.75,58.17,24775.8
2026-05-30 09:03,8.588,0.20,37.71,53.47,23634.2
2026-05-30 09:13,8.364,0.16,36.60,56.56,18552.5
2026-05-30 09:23,8.932,0.26,36.07,56.40,47456.7
2026-05-30 09:33,8.788,0.23,37.85,52.06,28161.7
2026-05-30 09:43,8.488,0.18,39.80,49.07,21325.0
2026-05-30 09:53,8.488,0.19,41.06,47.12,22649.2
2026-05-30 10:03,10.352,0.63,43.70,41.56,54612.5
2026-05-30 10:13,8.460,0.19,44.43,36.93,22589.2
2026-05-30 10:23,8.372,0.17,39.72,49.17,20839.2
2026-05-30 10:33,10.128,0.56,38.43,49.32,54612.5
2026-05-30 10:43,10.520,0.66,42.74,39.78,54612.5
2026-05-30 10:53,10.548,0.68,45.80,34.79,54612.5
2026-05-30 11:03,8.120,0.12,44.10,36.12,14911.7
2026-05-30 11:13,8.248,0.14,38.98,48.59,18594.2
2026-05-30 11:23,9.160,0.33,37.44,48.97,40749.2
2026-05-30 11:33,9.796,0.49,42.71,40.53,54612.5
2026-05-30 11:43,10.528,0.68,45.73,35.52,54612.5
2026-05-30 11:53,10.528,0.68,47.11,34.10,54612.5
2026-05-30 12:03,10.492,0.68,47.65,33.27,54612.5
2026-05-30 12:13,10.480,0.67,46.82,32.20,54612.5
2026-05-30 12:23,10.508,0.67,47.28,31.18,54612.5
2026-05-30 12:33,10.488,0.68,47.69,32.87,54612.5
2026-05-30 12:43,10.488,0.67,48.01,29.96,40704.2
2026-05-30 12:53,10.480,0.67,47.07,30.77,54612.5
2026-05-30 13:03,10.484,0.66,47.28,32.17,54612.5
2026-05-30 13:13,10.536,0.67,48.11,32.15,54612.5
2026-05-30 13:23,10.540,0.68,49.77,26.32,54612.5
2026-05-30 13:33,10.384,0.64,50.36,27.68,54612.5
2026-05-30 13:43,10.336,0.63,49.84,29.70,54612.5
2026-05-30 13:53,10.320,0.62,49.92,27.93,54612.5
2026-05-30 14:03,10.256,0.60,49.43,28.81,54612.5
2026-05-30 14:13,10.160,0.59,50.05,25.28,54612.5
2026-05-30 14:23,10.080,0.56,50.41,27.15,54612.5
2026-05-30 14:33,9.988,0.53,49.93,27.87,54612.5
2026-05-30 14:43,9.856,0.50,50.21,27.26,54612.5
2026-05-30 14:53,8.580,0.21,48.00,30.10,54612.5
2026-05-30 15:03,7.752,0.08,43.55,35.04,10344.2
2026-05-30 15:13,7.308,0.08,39.80,41.63,9433.3
2026-05-30 15:23,6.672,0.07,37.32,46.31,8676.7
2026-05-30 15:33,6.088,0.07,36.09,51.91,8096.7
2026-05-30 15:43,5.516,0.06,35.63,51.16,7678.3
2026-05-30 15:53,4.900,0.06,35.08,52.26,7324.2
2026-05-30 16:03,4.304,0.05,34.67,54.67,6876.7
2026-05-30 16:13,4.144,0.05,33.85,55.53,6578.3
2026-05-30 16:23,3.944,0.05,33.65,57.85,6340.0
2026-05-30 16:33,3.804,0.04,33.26,58.81,6026.7
2026-05-30 16:43,3.508,0.04,32.95,59.83,5272.5
2026-05-30 16:52,3.504,0.04,32.72,60.91,5107.5
2026-05-30 17:02,3.412,0.03,32.34,61.73,4770.8
2026-05-30 17:12,3.276,0.03,32.27,61.43,4423.3
2026-05-30 17:22,3.264,0.03,31.87,62.45,4071.7
2026-05-30 17:32,3.252,0.03,31.78,64.02,3725.8
2026-05-30 17:42,3.248,0.02,31.41,65.35,3412.5
2026-05-30 17:52,3.240,0.02,31.30,66.85,3044.2
2026-05-30 18:02,3.232,0.02,31.07,68.71,2554.2
2026-05-30 18:12,3.236,0.01,30.83,69.72,1874.2
2026-05-30 18:22,3.228,0.01,30.64,69.40,1200.0
2026-05-30 18:32,3.088,0.00,30.27,68.37,532.5
2026-05-30 18:42,2.552,0.00,30.05,71.25,151.7
2026-05-30 18:52,2.408,0.00,29.82,71.97,26.7
2026-05-30 19:02,1.216,0.00,29.64,71.77,0.8
2026-05-30 19:12,0.456,0.00,29.57,72.36,0.0
2026-05-30 19:22,0.296,0.00,29.47,74.03,0.0
