timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-05-03 08:51,8.348,0.14,31.21,63.17,15075.8
2026-05-03 09:01,9.052,0.27,34.67,52.74,22430.0
2026-05-03 09:11,9.232,0.31,36.73,47.84,17333.3
2026-05-03 09:21,8.900,0.25,39.12,44.68,27050.8
2026-05-03 09:31,9.172,0.30,39.94,39.83,33275.0
2026-05-03 09:41,8.828,0.23,42.09,37.29,28093.3
2026-05-03 09:51,8.592,0.19,41.51,36.66,19604.2
2026-05-03 10:01,8.484,0.17,40.28,37.66,17725.8
2026-05-03 10:11,8.140,0.12,38.84,41.72,11924.2
2026-05-03 10:21,8.792,0.23,37.90,43.78,23288.3
2026-05-03 10:31,10.188,0.57,41.61,36.33,45671.7
2026-05-03 10:41,10.316,0.59,42.60,34.98,51166.7
2026-05-03 10:51,10.068,0.54,44.65,30.81,46397.5
2026-05-03 11:01,9.884,0.49,44.75,29.54,39058.3
2026-05-03 11:11,10.040,0.52,45.46,29.06,54612.5
2026-05-03 11:21,10.356,0.62,47.47,26.01,54612.5
2026-05-03 11:31,10.568,0.67,48.86,24.22,54612.5
2026-05-03 11:41,10.588,0.68,49.50,24.34,54612.5
2026-05-03 11:51,10.564,0.69,50.31,24.04,54612.5
2026-05-03 12:01,10.540,0.69,50.45,23.03,54612.5
2026-05-03 12:11,10.544,0.69,51.22,21.70,54612.5
2026-05-03 12:21,10.544,0.71,51.43,22.21,54612.5
2026-05-03 12:31,10.548,0.70,51.13,22.00,54612.5
2026-05-03 12:41,10.520,0.69,52.00,22.08,54612.5
2026-05-03 12:51,10.464,0.69,52.41,20.74,54612.5
2026-05-03 13:01,10.376,0.66,52.05,24.88,54612.5
2026-05-03 13:11,10.448,0.67,52.53,22.28,54612.5
2026-05-03 13:21,10.344,0.65,51.52,23.12,54612.5
2026-05-03 13:31,10.288,0.64,52.83,20.99,54612.5
2026-05-03 13:40,10.304,0.64,52.09,20.92,54612.5
2026-05-03 13:50,10.248,0.62,53.42,19.94,54612.5
2026-05-03 14:00,10.168,0.59,53.00,19.63,54612.5
2026-05-03 14:10,9.704,0.47,51.87,21.32,50005.0
2026-05-03 14:20,9.844,0.50,51.02,21.29,54612.5
2026-05-03 14:30,9.544,0.42,50.79,23.53,46014.2
2026-05-03 14:40,9.196,0.35,48.89,24.42,40915.0
2026-05-03 14:50,9.104,0.32,47.40,25.73,36763.3
2026-05-03 15:00,9.012,0.29,45.72,28.09,38721.7
2026-05-03 15:10,8.144,0.12,42.68,32.42,14804.2
2026-05-03 15:20,8.072,0.11,40.92,34.43,13659.2
2026-05-03 15:30,8.052,0.11,39.90,36.11,13865.0
2026-05-03 15:40,8.116,0.12,38.91,37.60,14515.8
2026-05-03 15:50,8.152,0.12,38.44,38.92,15395.0
2026-05-03 16:00,8.140,0.12,37.77,41.05,14474.2
2026-05-03 16:10,8.092,0.11,37.11,42.47,13652.5
2026-05-03 16:20,8.052,0.11,37.51,42.50,12995.0
2026-05-03 16:30,8.016,0.11,37.17,43.49,12329.2
2026-05-03 16:40,7.988,0.10,37.05,43.33,11930.0
2026-05-03 16:50,7.956,0.10,36.84,44.44,10716.7
2026-05-03 17:00,7.684,0.08,36.34,45.79,9071.7
2026-05-03 17:10,7.020,0.07,35.97,47.01,8057.5
2026-05-03 17:20,6.036,0.07,35.76,47.30,7205.0
2026-05-03 17:30,4.832,0.06,35.51,46.77,6081.7
2026-05-03 17:40,4.084,0.05,34.78,48.14,5095.0
2026-05-03 17:50,3.708,0.04,34.27,49.00,4076.7
2026-05-03 18:00,3.348,0.03,33.83,46.15,3356.7
2026-05-03 18:10,3.244,0.03,33.22,51.90,2656.7
2026-05-03 18:20,3.228,0.02,32.90,53.89,1901.7
2026-05-03 18:30,3.220,0.01,32.69,53.71,1017.5
2026-05-03 18:40,2.896,0.00,32.27,54.25,345.8
2026-05-03 18:50,2.548,0.00,32.04,56.04,95.8
2026-05-03 19:00,2.492,0.00,31.92,56.22,7.5
2026-05-03 19:10,0.960,0.00,31.66,54.84,0.0
2026-05-03 19:20,0.352,0.00,31.48,55.13,0.0
2026-05-03 19:29,0.276,0.00,31.29,53.29,0.0
2026-05-03 19:39,0.272,0.00,31.08,56.85,0.0
2026-05-03 19:49,0.264,0.00,31.03,56.39,0.0
2026-05-03 19:59,0.264,0.00,31.00,54.56,0.0
2026-05-03 20:09,0.264,0.00,30.82,59.58,0.0
2026-05-03 20:19,0.268,0.00,30.75,58.67,0.0
2026-05-03 20:29,0.272,0.00,30.71,60.26,0.0
2026-05-03 20:39,0.280,0.00,30.71,60.40,0.0
2026-05-03 20:49,0.280,0.00,30.67,59.42,0.0
2026-05-03 20:59,0.272,0.00,30.75,59.39,0.0
