timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-06-28 09:51,2.032,0.0,188.88,79.39,16.7
2026-06-28 10:01,7.916,0.09,44.26,95.97,11359.2
2026-06-28 10:11,8.036,0.12,45.4,93.16,16037.5
2026-06-28 10:21,7.608,0.08,44.3,95.8,9808.3
2026-06-28 10:31,8.636,0.24,45.71,93.0,33141.7
2026-06-28 10:41,8.524,0.21,45.72,95.3,29307.5
2026-06-28 10:51,8.816,0.3,44.85,79.09,45118.3
2026-06-28 11:01,8.584,0.24,45.75,95.7,32693.3
2026-06-28 11:11,8.028,0.11,45.14,96.04,15173.3
2026-06-28 11:21,6.824,0.07,43.92,96.94,9397.5
2026-06-28 11:31,4.46,0.05,27.71,83.13,7802.5
2026-06-28 11:41,7.972,0.11,27.57,82.84,14965.8
2026-06-28 11:51,8.068,0.12,45.35,93.99,14880.0
2026-06-28 12:01,8.328,0.17,27.55,89.55,21345.0
2026-06-28 12:11,8.5,0.23,45.76,93.17,28880.8
2026-06-28 12:21,8.6,0.25,45.59,94.08,30385.8
2026-06-28 12:31,8.336,0.18,45.54,100.0,21358.3
2026-06-28 12:41,8.056,0.12,44.41,95.68,14964.2
2026-06-28 12:51,8.128,0.14,45.36,94.75,18055.8
2026-06-28 13:01,8.3,0.17,44.4,96.41,21490.8
2026-06-28 13:11,8.36,0.19,188.88,100.0,25591.7
2026-06-28 13:20,8.388,0.19,44.49,87.06,25255.0
2026-06-28 13:30,8.4,0.2,44.96,93.28,26680.8
2026-06-28 13:40,8.456,0.21,31.25,72.64,26741.7
2026-06-28 13:50,8.348,0.19,45.02,96.15,24874.2
2026-06-28 14:00,8.332,0.18,45.06,88.62,24088.3
2026-06-28 14:10,8.544,0.23,44.91,68.47,30594.2
2026-06-28 14:20,8.244,0.17,45.27,100.0,21862.5
2026-06-28 14:30,7.612,0.08,44.11,94.56,9388.3
2026-06-28 14:40,4.228,0.05,35.27,95.65,6498.3
2026-06-28 14:50,8.004,0.11,45.56,94.98,13753.3
2026-06-28 15:00,8.092,0.13,45.74,95.96,14932.5
2026-06-28 15:10,8.104,0.13,45.15,96.34,16410.8
2026-06-28 15:20,4.216,0.05,32.23,93.29,5410.0
2026-06-28 15:30,8.088,0.13,45.44,93.09,15920.8
2026-06-28 15:40,8.068,0.12,44.87,93.13,16355.8
2026-06-28 15:50,6.04,0.07,42.43,95.24,8976.7
2026-06-28 16:00,8.052,0.12,45.6,96.0,14914.2
2026-06-28 16:10,6.816,0.07,43.56,93.88,9145.8
2026-06-28 16:20,7.82,0.09,44.36,94.04,11738.3
2026-06-28 16:30,3.652,0.04,28.37,95.6,4388.3
2026-06-28 16:40,3.3,0.03,27.03,93.4,3893.3
2026-06-28 16:50,3.748,0.05,38.71,94.71,7566.7
2026-06-28 17:00,3.24,0.01,19.38,94.69,1031.7
2026-06-28 17:10,3.976,0.06,39.17,96.94,7807.5
2026-06-28 17:20,3.972,0.06,38.38,93.12,7510.8
2026-06-28 17:30,4.056,0.06,40.43,96.41,8053.3
2026-06-28 17:40,3.34,0.04,30.16,93.14,5079.2
2026-06-28 17:50,3.268,0.02,21.74,95.73,2105.8
2026-06-28 18:00,3.24,0.01,18.85,93.51,1004.2
2026-06-28 18:10,3.28,0.01,23.98,100.0,1380.0
2026-06-28 18:20,3.272,0.01,24.22,100.0,1130.0
2026-06-28 18:30,3.276,0.01,24.29,100.0,1147.5
