timestamp,voltage_V,current_A,temp_C,humidity_pct,light_lux
2026-06-25 10:36,2.54,0.0,27.52,91.49,16.7
2026-06-25 10:46,8.9,0.33,31.2,78.17,43340.0
2026-06-25 10:56,9.132,0.39,33.47,70.35,49600.0
2026-06-25 11:06,9.2,0.43,36.04,61.07,54612.5
2026-06-25 11:16,8.712,0.29,36.57,55.06,39529.2
2026-06-25 11:26,7.796,0.09,45.49,96.13,11930.0
2026-06-25 11:36,8.2,0.15,45.06,95.97,19229.2
2026-06-25 11:46,8.332,0.18,44.44,94.0,21574.2
2026-06-25 11:56,7.488,0.08,44.31,95.22,9642.5
2026-06-25 12:06,8.152,0.15,45.46,95.25,16953.3
2026-06-25 12:16,8.328,0.18,44.6,95.83,22129.2
2026-06-25 12:26,8.26,0.16,44.58,95.89,20171.7
2026-06-25 12:36,8.44,0.21,44.88,78.88,26656.7
2026-06-25 12:46,8.44,0.21,28.1,94.51,27470.8
2026-06-25 12:56,8.392,0.2,44.27,72.65,25854.2
2026-06-25 13:06,8.476,0.22,45.52,83.87,29685.0
2026-06-25 13:16,8.628,0.26,28.84,85.39,34095.8
2026-06-25 13:25,9.072,0.39,31.22,77.95,50784.2
2026-06-25 13:35,8.844,0.33,34.9,64.14,42680.0
2026-06-25 13:45,9.908,0.66,37.14,53.65,54612.5
2026-06-25 13:55,9.324,0.46,39.02,49.76,54612.5
2026-06-25 14:05,8.988,0.37,39.48,50.27,50019.2
2026-06-25 14:15,9.784,0.63,45.43,100.0,54612.5
2026-06-25 14:25,8.828,0.34,40.84,47.12,45941.7
2026-06-25 14:35,8.632,0.27,41.34,46.24,36080.0
2026-06-25 14:45,8.588,0.26,39.22,51.54,47035.8
2026-06-25 14:55,8.196,0.16,37.32,53.39,21000.0
2026-06-25 15:05,8.024,0.13,34.79,61.64,17120.0
2026-06-25 15:15,7.816,0.1,44.83,94.52,12400.0
2026-06-25 15:25,7.876,0.1,45.59,96.6,12340.0
2026-06-25 15:35,8.036,0.13,32.76,71.36,16933.3
2026-06-25 15:45,7.976,0.11,44.57,61.96,13995.0
2026-06-25 15:55,7.84,0.1,44.21,96.07,12485.8
2026-06-25 16:05,7.912,0.11,30.79,87.05,13223.3
2026-06-25 16:15,7.956,0.12,31.43,73.72,14623.3
2026-06-25 16:25,8.02,0.12,181.12,88.63,14757.5
2026-06-25 16:35,6.024,0.07,31.24,88.57,7880.0
2026-06-25 16:45,5.508,0.06,37.99,96.26,7579.2
2026-06-25 16:55,4.38,0.05,34.58,94.39,6344.2
2026-06-25 17:05,4.996,0.06,29.99,77.58,6935.8
2026-06-25 17:15,4.368,0.05,34.33,94.19,6455.8
2026-06-25 17:25,4.472,0.05,29.6,85.43,6612.5
2026-06-25 17:35,3.388,0.03,28.41,96.75,4314.2
2026-06-25 17:45,3.276,0.03,25.06,94.05,3205.8
2026-06-25 17:55,3.26,0.02,23.98,94.54,2835.8
2026-06-25 18:05,3.256,0.02,22.1,100.0,2127.5
2026-06-25 18:15,3.252,0.01,21.23,100.0,1853.3
2026-06-25 18:25,3.24,0.01,19.67,93.1,1179.2
2026-06-25 18:35,3.116,0.0,18.03,95.2,590.8
2026-06-25 18:45,2.588,0.0,18.28,100.0,215.8
