voltage_mean,voltage_std,current_mean,current_std,power_mean,power_std,lux_mean,temperature_mean,humidity_mean,power_rate_of_change,voltage_rate_of_change,efficiency_ratio,fault_class,efficiency_score,maintenance_days
3.968,0.0,0.04,0.0,0.15872,0.0,5069.2,29.31,76.51,0.0,0.0,0.03130448503017633,2,1.3226666666666667,90
5.018,1.4849242404917495,0.05500000000000001,0.021213203435596427,0.29174,0.18811868806686916,7157.950000000001,29.4,75.385,0.0,0.0,0.04075178622563364,2,3.5396666666666667,90
5.928,1.8938848961856156,0.06333333333333334,0.020816659994661327,0.4011066666666667,0.23146819162324087,7936.400000000001,29.576666666666664,74.22000000000001,0.023056000000000004,0.189,0.0505337600053754,2,5.165333333333334,90
7.2026666666666666,0.9828964001019306,0.07666666666666667,0.005773502691896237,0.5559866666666667,0.11365925449928552,9688.333333333334,29.986666666666665,71.97666666666667,0.00993,0.08620000000000001,0.05738131278381726,2,5.1946666666666665,90
7.9879999999999995,0.37822744480008424,0.10000000000000002,0.03464101615137755,0.8075199999999999,0.3220276957033355,11119.433333333334,30.790000000000003,69.08666666666666,0.027975999999999994,0.03379999999999996,0.07261587528063952,2,9.828,90
8.193333333333333,0.3488571818571816,0.12,0.03464101615137755,0.9912266666666668,0.3186095625265091,12296.666666666666,31.836666666666662,65.89,0.02738000000000001,0.02860000000000005,0.0806028243840295,2,9.758000000000001,90
8.44,0.08513518661517848,0.15000000000000002,0.01732050807568877,1.26692,0.1589884675062951,13081.933333333334,33.39333333333334,61.1,0.01355400000000001,0.005400000000000027,0.09683761032184424,2,12.087000000000002,90
8.520000000000001,0.15035956903370407,0.16333333333333336,0.020816659994661306,1.3936400000000002,0.20041057457130396,24285.266666666666,35.06666666666667,56.423333333333325,0.01942799999999998,0.014999999999999947,0.057383871268810366,2,12.995999999999999,90
8.782666666666666,0.32659046730321895,0.20666666666666667,0.055075705472860996,1.827,0.5604152503278265,34865.0,36.873333333333335,51.123333333333335,0.051029999999999985,0.03099999999999996,0.052400619514713476,2,20.592,90
8.918666666666667,0.24469845388423572,0.22666666666666668,0.0450924975282289,2.02892,0.4563719167521164,48842.23333333334,38.63333333333333,46.843333333333334,0.024834000000000012,0.01379999999999999,0.041539428525411565,2,17.135,90
9.344,0.5269231443009541,0.32666666666666666,0.1342882471898912,3.09948,1.4625350851176184,51329.73333333334,40.343333333333334,42.79,0.11500799999999997,0.03940000000000001,0.06038253885586412,2,39.76,90
9.722666666666667,0.6997866341488234,0.43,0.18027756377319942,4.264813333333333,2.003993006108887,54612.5,40.559999999999995,42.74666666666667,0.195542,0.06740000000000004,0.07809082613883624,2,49.72533333333333,90
9.434666666666667,1.1894357205554809,0.38999999999999996,0.24758836806279894,3.875533333333333,2.6551669851316944,41040.0,39.11333333333334,45.949999999999996,-0.19414199999999998,-0.09319999999999995,0.09443077247955296,2,7.403,90
8.712000000000002,1.3732938505651298,0.25666666666666665,0.28041635710730806,2.4923866666666665,3.0120890973099264,26571.399999999998,36.25,52.04666666666666,-0.267264,-0.1258,0.09379606910428365,2,5.181333333333333,90
7.996000000000001,0.19661129163911206,0.10333333333333333,0.020816659994662364,0.8289733333333333,0.1848200003606859,13939.166666666666,34.169999999999995,56.69,0.004421999999999998,0.0032000000000000028,0.05946652957281716,2,8.14,90
8.248000000000001,0.5381895576839083,0.14666666666666667,0.08326663997864552,1.2394133333333335,0.7827294575607369,20331.666666666668,33.85666666666666,56.72666666666667,0.074896,0.053000000000000026,0.060956752680415754,2,17.664,90
9.086666666666668,1.0964111151084417,0.32,0.24979991993593592,3.08976,2.7304569955961577,34800.26666666667,35.596666666666664,52.44,0.2598,0.10739999999999998,0.08878297533231548,2,51.44,90
